event,circuit,team,category,weighted_speed_delta_vs_mercedes_pct,time_weight_seconds,segment_count,segments
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Fast corners,0.532,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Fast corners,2.723,26.89914,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Slow corners,2.016,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Slow corners,1.722,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Slow corners,-1.538,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Slow corners,3.786,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Slow corners,-1.627,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Slow corners,1.054,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Slow corners,-0.308,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Slow corners,0.0,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Slow corners,0.157,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Slow corners,-0.796,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Slow corners,1.212,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Alpine,Straights,-0.325,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Straights,3.341,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Audi,Straights,3.315,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Straights,2.859,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Ferrari,Straights,0.82,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Haas F1 Team,Straights,1.234,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,McLaren,Straights,0.167,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Mercedes,Straights,0.0,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Racing Bulls,Straights,4.029,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Red Bull Racing,Straights,2.23,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Williams,Straights,1.449,32.18428,3,"seg_01, seg_05, seg_07"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Fast corners,4.595,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Fast corners,8.896,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Fast corners,6.294,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Fast corners,9.213,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Fast corners,0.181,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Fast corners,5.522,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Fast corners,3.554,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Fast corners,0.0,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Fast corners,5.461,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Fast corners,-0.165,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Fast corners,5.784,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Slow corners,3.258,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Slow corners,6.641,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Slow corners,4.146,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Slow corners,4.275,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Slow corners,0.611,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Slow corners,3.872,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Slow corners,2.551,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Slow corners,0.0,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Slow corners,3.022,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Slow corners,-0.646,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Slow corners,3.076,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Straights,0.791,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Straights,3.216,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Straights,1.002,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Straights,2.964,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Straights,-0.055,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Straights,0.101,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Straights,0.379,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Straights,0.0,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Straights,0.885,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Straights,-0.169,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Straights,0.597,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
